Reg_no,Subject1,Subject2,Subject3,Subject4,Subject5,Subject6,Subject7,Subject8,Subject9
MDL16EC054,MA101(A+),CY100(B),BE100(B+),BE10104(C),BE103(B+),ME100(B+),CY110(O),ME110(B+),EC110(A)
MDL16EC055,MA101(B+),CY100(B+),BE100(B+),BE10104(C),BE103(B+),ME100(B),CY110(O),ME110(B+),EC110(A+)
MDL16EC056,MA101(B+),CY100(B),BE100(A),BE10104(B),BE103(B+),ME100(B+),CY110(O),ME110(A),EC110(A+)
MDL16EC057,MA101(A),CY100(C),BE100(C),BE10104(C),BE103(B),ME100(B+),CY110(O),ME110(B+),EC110(A)
MDL16EC058,MA101(O),CY100(O),BE100(O),BE10104(A),BE103(A),ME100(O),CY110(O),ME110(O),EC110(O)
MDL16EC059,MA101(B+),CY100(B+),BE100(B+),BE10104(C),BE103(C),ME100(B),CY110(A),ME110(O),EC110(B+)
MDL16EC060,MA101(A+),CY100(A),BE100(B),BE10104(B),BE103(B),ME100(B),CY110(O),ME110(A+),EC110(A+)
MDL16EC061,MA101(A+),CY100(A),BE100(B),BE10104(B),BE103(C),ME100(B),CY110(O),ME110(A+),EC110(O)
MDL16EC062,MA101(C),CY100(C),BE100(C),BE10104(C),BE103(B+),ME100(F),CY110(O),ME110(B+),EC110(A+)
MDL16EC063,MA101(A+),CY100(A),BE100(A),BE10104(B),BE103(B+),ME100(B+),CY110(O),ME110(A+),EC110(A+)
MDL16EC064,MA101(FE),CY100(FE),BE100(FE),BE10104(FE),BE103(FE),ME100(FE),CY110(C),ME110(I),EC110(FE)
MDL16EC065,MA101(A+),CY100(A+),BE100(B+),BE10104(A),BE103(B),ME100(B+),CY110(O),ME110(O),EC110(O)
MDL16EC066,MA101(A),CY100(A+),BE100(O),BE10104(B+),BE103(B+),ME100(B+),CY110(O),ME110(A+),EC110(O)
MDL16EC067,MA101(O),CY100(B+),BE100(B+),BE10104(A),BE103(B+),ME100(A+),CY110(O),ME110(A),EC110(O)
MDL16EC068,MA101(O),CY100(O),BE100(A+),BE10104(A+),BE103(A),ME100(A+),CY110(O),ME110(O),EC110(O)
MDL16EC069,MA101(B+),CY100(C),BE100(C),BE10104(C),BE103(B),ME100(B),CY110(O),ME110(O),EC110(O)
MDL16EC070,MA101(B),CY100(C),BE100(C),BE10104(B),BE103(B),ME100(B+),CY110(O),ME110(O),EC110(B)
MDL16EC071,MA101(A),CY100(A+),BE100(C),BE10104(B+),BE103(B),ME100(B+),CY110(O),ME110(O),EC110(B+)
MDL16EC072,MA101(O),CY100(O),BE100(A+),BE10104(O),BE103(B+),ME100(O),CY110(O),ME110(O),EC110(O)
MDL16EC073,MA101(O),CY100(A+),BE100(A),BE10104(A),BE103(A),ME100(A+),CY110(O),ME110(O),EC110(O)
MDL16EC074,MA101(O),CY100(B+),BE100(B),BE10104(B),BE103(B+),ME100(B),CY110(O),ME110(A),EC110(O)
MDL16EC075,MA101(F),CY100(C),BE100(C),BE10104(C),BE103(B),ME100(F),CY110(O),ME110(A),EC110(A)
MDL16EC076,MA101(A),CY100(A),BE100(B),BE10104(A),BE103(B+),ME100(A),CY110(A+),ME110(A),EC110(O)
MDL16EC077,MA101(A),CY100(B),BE100(B),BE10104(B+),BE103(B+),ME100(F),CY110(O),ME110(O),EC110(B)
MDL16EC078,MA101(B),CY100(F),BE100(B+),BE10104(F),BE103(B),ME100(F),CY110(A+),ME110(A+),EC110(C)
MDL16EC079,MA101(O),CY100(B),BE100(B+),BE10104(B),BE103(B+),ME100(B),CY110(O),ME110(A),EC110(A+)
MDL16EC080,MA101(B+),CY100(B),BE100(B),BE10104(B),BE103(B+),ME100(F),CY110(O),ME110(O),EC110(B+)
MDL16EC081,MA101(A+),CY100(B+),BE100(A),BE10104(B+),BE103(B+),ME100(B),CY110(O),ME110(O),EC110(A)
MDL16EC082,MA101(A+),CY100(B+),BE100(A+),BE10104(B+),BE103(A+),ME100(B+),CY110(O),ME110(A+),EC110(O)
MDL16EC083,MA101(B),CY100(B),BE100(B+),BE10104(F),BE103(B+),ME100(C),CY110(O),ME110(A+),EC110(B+)
MDL16EC084,MA101(O),CY100(O),BE100(O),BE10104(A+),BE103(A),ME100(A+),CY110(O),ME110(A+),EC110(O)
MDL16EC085,MA101(B+),CY100(B+),BE100(C),BE10104(B),BE103(B+),ME100(C),CY110(O),ME110(A+),EC110(O)
MDL16EC086,MA101(A),CY100(A),BE100(B+),BE10104(B+),BE103(A),ME100(B),CY110(O),ME110(O),EC110(B+)
MDL16EC087,MA101(B+),CY100(B+),BE100(B+),BE10104(A+),BE103(A),ME100(B+),CY110(O),ME110(O),EC110(O)
MDL16EC088,MA101(A),CY100(A),BE100(C),BE10104(A),BE103(B+),ME100(B+),CY110(O),ME110(B+),EC110(O)
MDL16EC089,MA101(O),CY100(B+),BE100(A+),BE10104(B+),BE103(B+),ME100(B),CY110(O),ME110(O),EC110(O)
MDL16EC090,MA101(C),CY100(C),BE100(B+),BE10104(F),BE103(B+),ME100(F),CY110(O),ME110(A+),EC110(B+)
MDL16EC091,MA101(A),CY100(B+),BE100(A),BE10104(B+),BE103(B+),ME100(B),CY110(O),ME110(A+),EC110(O)
MDL16EC092,MA101(A+),CY100(A),BE100(A+),BE10104(B+),BE103(B),ME100(F),CY110(O),ME110(O),EC110(O)
MDL16EC093,MA101(F),CY100(F),BE100(F),BE10104(F),BE103(B),ME100(F),CY110(O),ME110(A+),EC110(A+)
MDL16EC094,MA101(O),CY100(B+),BE100(B+),BE10104(A+),BE103(B+),ME100(C),CY110(O),ME110(B+),EC110(A)
MDL16EC095,MA101(O),CY100(B+),BE100(B+),BE10104(A),BE103(A),ME100(B),CY110(O),ME110(A+),EC110(A+)
MDL16EC096,MA101(A),CY100(B+),BE100(B),BE10104(B+),BE103(B+),ME100(B),CY110(O),ME110(A+),EC110(O)
MDL16EC097,MA101(B+),CY100(B+),BE100(A),BE10104(B),BE103(B),ME100(C),CY110(O),ME110(O),EC110(A)
MDL16EC098,MA101(B+),CY100(B+),BE100(B),BE10104(A+),BE103(A+),ME100(B),CY110(O),ME110(A+),EC110(A)
MDL16EC099,MA101(O),CY100(A+),BE100(A+),BE10104(A+),BE103(B+),ME100(B+),CY110(O),ME110(A+),EC110(O)
MDL16EC100,MA101(O),CY100(B+),BE100(A),BE10104(O),BE103(B+),ME100(B+),CY110(O),ME110(O),EC110(O)
MDL16EC101,MA101(A),CY100(B+),BE100(O),BE10104(B+),BE103(B),ME100(C),CY110(O),ME110(B+),EC110(A)
MDL16EC102,MA101(A+),CY100(C),BE100(B+),BE10104(B),BE103(B+),ME100(B+),CY110(O),ME110(O),EC110(B)
MDL16EC103,MA101(O),CY100(A),BE100(A),BE10104(B+),BE103(B+),ME100(A),CY110(O),ME110(O),EC110(O)
MDL16EC104,MA101(A),CY100(B+),BE100(B+),BE10104(B),BE103(B+),ME100(B),CY110(A+),ME110(A),EC110(O)
MDL16EC105,MA101(A+),CY100(B),BE100(B+),BE10104(B),BE103(B+),ME100(B+),CY110(A+),ME110(A),EC110(A)
MDL16EC106,MA101(O),CY100(B+),BE100(B+),BE10104(A),BE103(A),ME100(B+),CY110(O),ME110(A),EC110(A)
MDL16EC107,MA101(O),CY100(A+),BE100(A),BE10104(A+),BE103(A),ME100(A),CY110(O),ME110(A+),EC110(A+)
MDL16EC108,MA101(O),CY100(O),BE100(A+),BE10104(A+),BE103(A),ME100(A+),CY110(O),ME110(O),EC110(O)
MDL16EC109,MA101(O),CY100(A+),BE100(C),BE10104(A),BE103(B+),ME100(B+),CY110(O),ME110(A+),EC110(B+)
MDL16EC110,MA101(O),CY100(A+),BE100(A),BE10104(A),BE103(A),ME100(A+),CY110(O),ME110(A+),EC110(A)
MDL16EC111,MA101(O),CY100(A+),BE100(O),BE10104(A+),BE103(A),ME100(A),CY110(O),ME110(O),EC110(O)
MDL16EC112,MA101(O),CY100(O),BE100(O),BE10104(C),BE103(B+),ME100(B+),CY110(O),ME110(O),EC110(O)
MDL16EC113,MA101(A+),CY100(B),BE100(C),BE10104(B),BE103(B),ME100(B),CY110(O),ME110(A+),EC110(B+)
MDL16EC114,MA101(B),CY100(C),BE100(B+),BE10104(B),BE103(B+),ME100(B+),CY110(O),ME110(A),EC110(B+)
MDL16EC115,MA101(B+),CY100(B),BE100(B+),BE10104(B),BE103(B),ME100(B),CY110(O),ME110(A+),EC110(A)
MDL16EC116,MA101(A),CY100(A),BE100(B),BE10104(B+),BE103(B),ME100(B+),CY110(O),ME110(O),EC110(A+)
MDL16EC117,MA101(B+),CY100(A),BE100(B),BE10104(C),BE103(B+),ME100(B+),CY110(O),ME110(A),EC110(A)
MDL16EC118,MA101(A),CY100(B+),BE100(C),BE10104(B),BE103(B+),ME100(B),CY110(O),ME110(A),EC110(B+)
MDL16EC119,MA101(O),CY100(A+),BE100(A+),BE10104(B+),BE103(B+),ME100(A),CY110(O),ME110(O),EC110(O)
MDL16EC120,MA101(O),CY100(O),BE100(O),BE10104(A+),BE103(A),ME100(A+),CY110(O),ME110(O),EC110(O)
MDL16CS001,MA101(O),PH100(B),BE110(B+),BE10105(A),BE103(B),EE100(B),PH110(O),EE110(A+),CS110(O)
MDL16CS002,MA101(O),PH100(B+),BE110(B+),BE10105(A+),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(O)
MDL16CS003,MA101(B+),PH100(C),BE110(B),BE10105(B),BE103(B),EE100(F),PH110(B+),EE110(A+),CS110(A+)
MDL16CS004,MA101(B+),PH100(F),BE110(A),BE10105(A+),BE103(B+),EE100(F),PH110(A+),EE110(A+),CS110(O)
MDL16CS005,MA101(B),PH100(F),BE110(B),BE10105(B),BE103(C),EE100(F),PH110(A+),EE110(A+),CS110(A+)
MDL16CS006,MA101(A+),PH100(B),BE110(A),BE10105(A),BE103(B+),EE100(B+),PH110(A+),EE110(B+),CS110(O)
MDL16CS007,MA101(O),PH100(A),BE110(O),BE10105(O),BE103(A),EE100(B+),PH110(A+),EE110(O),CS110(O)
MDL16CS008,MA101(A),PH100(C),BE110(F),BE10105(B),BE103(F),EE100(C),PH110(A),EE110(B+),CS110(B)
MDL16CS009,MA101(O),PH100(B),BE110(B+),BE10105(A+),BE103(A+),EE100(B),PH110(B),EE110(O),CS110(A)
MDL16CS010,MA101(O),PH100(B),BE110(C),BE10105(A),BE103(B),EE100(B),PH110(B+),EE110(A+),CS110(B+)
MDL16CS011,MA101(B),PH100(P),BE110(B+),BE10105(A),BE103(B),EE100(F),PH110(B+),EE110(O),CS110(A+)
MDL16CS012,MA101(O),PH100(B+),BE110(A),BE10105(B+),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(B)
MDL16CS013,MA101(O),PH100(A+),BE110(B+),BE10105(B+),BE103(B+),EE100(A+),PH110(O),EE110(A+),CS110(O)
MDL16CS014,MA101(F),PH100(F),BE110(F),BE10105(F),BE103(B),EE100(F),PH110(B+),EE110(A+),CS110(C)
MDL16CS015,MA101(O),PH100(A),BE110(B+),BE10105(O),BE103(A),EE100(C),PH110(O),EE110(A+),CS110(O)
MDL16CS016,MA101(A+),PH100(B+),BE110(F),BE10105(O),BE103(A),EE100(B+),PH110(O),EE110(A+),CS110(A+)
MDL16CS017,MA101(A),PH100(B),BE110(O),BE10105(A),BE103(B+),EE100(A),PH110(O),EE110(A+),CS110(O)
MDL16CS018,MA101(B+),PH100(C),BE110(F),BE10105(A),BE103(B+),EE100(B),PH110(A+),EE110(O),CS110(O)
MDL16CS019,MA101(A),PH100(B),BE110(B),BE10105(B+),BE103(A),EE100(B),PH110(A+),EE110(A+),CS110(O)
MDL16CS020,MA101(B+),PH100(A),BE110(A+),BE10105(O),BE103(B+),EE100(C),PH110(O),EE110(A+),CS110(A+)
MDL16CS021,MA101(O),PH100(B+),BE110(B),BE10105(O),BE103(A),EE100(B+),PH110(O),EE110(O),CS110(O)
MDL16CS022,MA101(B+),PH100(B+),BE110(B+),BE10105(B+),BE103(B),EE100(C),PH110(A+),EE110(B),CS110(O)
MDL16CS023,MA101(O),PH100(A+),BE110(B+),BE10105(O),BE103(A),EE100(O),PH110(O),EE110(O),CS110(A+)
MDL16CS024,MA101(B),PH100(C),BE110(F),BE10105(B+),BE103(B+),EE100(F),PH110(A+),EE110(A),CS110(A)
MDL16CS025,MA101(A+),PH100(B+),BE110(O),BE10105(B),BE103(B+),EE100(B+),PH110(O),EE110(A+),CS110(A)
MDL16CS026,MA101(A+),PH100(B),BE110(B+),BE10105(C),BE103(B+),EE100(B),PH110(O),EE110(O),CS110(O)
MDL16CS027,MA101(O),PH100(A+),BE110(A+),BE10105(A),BE103(B),EE100(B+),PH110(O),EE110(A+),CS110(O)
MDL16CS028,MA101(O),PH100(B+),BE110(A+),BE10105(B),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(A)
MDL16CS029,MA101(O),PH100(A),BE110(C),BE10105(A),BE103(B+),EE100(B+),PH110(A),EE110(A+),CS110(A)
MDL16CS030,MA101(B+),PH100(B+),BE110(B+),BE10105(A),BE103(C),EE100(B+),PH110(A),EE110(A+),CS110(B+)
MDL16CS031,MA101(A+),PH100(B+),BE110(B+),BE10105(B+),BE103(B),EE100(C),PH110(A+),EE110(B+),CS110(A+)
MDL16CS032,MA101(A+),PH100(A+),BE110(O),BE10105(O),BE103(B+),EE100(B+),PH110(O),EE110(B+),CS110(O)
MDL16CS033,MA101(C),PH100(F),BE110(F),BE10105(F),BE103(B),EE100(F),PH110(A),EE110(A+),CS110(C)
MDL16CS034,MA101(O),PH100(A),BE110(O),BE10105(O),BE103(A+),EE100(A),PH110(O),EE110(A+),CS110(O)
MDL16CS035,MA101(A+),PH100(B+),BE110(B+),BE10105(A),BE103(A),EE100(C),PH110(A+),EE110(A+),CS110(B+)
MDL16CS036,MA101(A),PH100(C),BE110(O),BE10105(A+),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(A+)
MDL16CS037,MA101(O),PH100(O),BE110(B+),BE10105(O),BE103(A+),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS038,MA101(A),PH100(B+),BE110(B),BE10105(A+),BE103(A+),EE100(A),PH110(O),EE110(A+),CS110(O)
MDL16CS039,MA101(O),PH100(B),BE110(O),BE10105(A+),BE103(A),EE100(B),PH110(A+),EE110(O),CS110(O)
MDL16CS040,MA101(A),PH100(C),BE110(A+),BE10105(A),BE103(B+),EE100(B),PH110(O),EE110(O),CS110(O)
MDL16CS041,MA101(O),PH100(C),BE110(B+),BE10105(B+),BE103(B+),EE100(C),PH110(A),EE110(B+),CS110(O)
MDL16CS042,MA101(O),PH100(A),BE110(A),BE10105(A+),BE103(A+),EE100(A+),PH110(O),EE110(O),CS110(A)
MDL16CS043,MA101(O),PH100(B),BE110(O),BE10105(A+),BE103(B+),EE100(A),PH110(O),EE110(O),CS110(A+)
MDL16CS044,MA101(O),PH100(A),BE110(A+),BE10105(O),BE103(B+),EE100(O),PH110(O),EE110(O),CS110(O)
MDL16CS045,MA101(O),PH100(B),BE110(B+),BE10105(A+),BE103(A),EE100(B),PH110(B+),EE110(O),CS110(A+)
MDL16CS046,MA101(A+),PH100(A),BE110(O),BE10105(A),BE103(A),EE100(A+),PH110(O),EE110(O),CS110(A)
MDL16CS047,MA101(O),PH100(B+),BE110(B+),BE10105(A+),BE103(B),EE100(A+),PH110(O),EE110(O),CS110(A+)
MDL16CS048,MA101(A+),PH100(B),BE110(O),BE10105(A),BE103(B+),EE100(B+),PH110(O),EE110(A+),CS110(O)
MDL16CS049,MA101(F),PH100(F),BE110(A),BE10105(F),BE103(B),EE100(F),PH110(B),EE110(B),CS110(A)
MDL16CS050,MA101(O),PH100(A+),BE110(O),BE10105(O),BE103(B+),EE100(O),PH110(O),EE110(O),CS110(O)
MDL16CS051,MA101(B),PH100(B),BE110(B+),BE10105(B),BE103(C),EE100(C),PH110(A),EE110(A+),CS110(B)
MDL16CS052,MA101(O),PH100(B+),BE110(A+),BE10105(O),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS053,MA101(B+),PH100(B),BE110(F),BE10105(A),BE103(B),EE100(C),PH110(B+),EE110(B+),CS110(B+)
MDL16CS054,MA101(B+),PH100(B),BE110(A),BE10105(A),BE103(B+),EE100(B+),PH110(A+),EE110(A),CS110(O)
MDL16CS055,MA101(O),PH100(A),BE110(O),BE10105(O),BE103(A),EE100(A+),PH110(A+),EE110(A+),CS110(A)
MDL16CS056,MA101(O),PH100(A),BE110(B+),BE10105(O),BE103(B+),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS057,MA101(B+),PH100(C),BE110(B+),BE10105(A+),BE103(B),EE100(F),PH110(A+),EE110(O),CS110(O)
MDL16CS058,MA101(A+),PH100(B+),BE110(A),BE10105(O),BE103(A),EE100(O),PH110(O),EE110(O),CS110(O)
MDL16CS059,MA101(O),PH100(A+),BE110(O),BE10105(O),BE103(A+),EE100(O),PH110(O),EE110(O),CS110(A)
MDL16CS060,MA101(B+),PH100(B),BE110(A),BE10105(A+),BE103(C),EE100(B+),PH110(O),EE110(A+),CS110(O)
MDL16CS061,MA101(B+),PH100(C),BE110(B+),BE10105(C),BE103(B),EE100(B),PH110(O),EE110(A+),CS110(A+)
MDL16CS062,MA101(O),PH100(B+),BE110(A+),BE10105(O),BE103(A+),EE100(A),PH110(O),EE110(A),CS110(A)
MDL16CS063,MA101(A+),PH100(B+),BE110(A),BE10105(A+),BE103(B+),EE100(B),PH110(O),EE110(O),CS110(O)
MDL16CS064,MA101(B+),PH100(B+),BE110(B),BE10105(A+),BE103(O),EE100(B+),PH110(A+),EE110(A),CS110(B)
MDL16CS065,MA101(O),PH100(B),BE110(A+),BE10105(A+),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(B+)
MDL16CS066,MA101(O),PH100(A),BE110(A),BE10105(A+),BE103(B+),EE100(B+),PH110(O),EE110(A),CS110(B)
MDL16CS067,MA101(A+),PH100(B+),BE110(B),BE10105(A),BE103(B+),EE100(C),PH110(O),EE110(O),CS110(O)
MDL16CS068,MA101(O),PH100(B),BE110(F),BE10105(A),BE103(B),EE100(C),PH110(A),EE110(O),CS110(A+)
MDL16CS069,MA101(O),PH100(B+),BE110(B+),BE10105(A+),BE103(A+),EE100(A),PH110(A+),EE110(A+),CS110(O)
MDL16CS070,MA101(O),PH100(B+),BE110(O),BE10105(O),BE103(B+),EE100(B+),PH110(B+),EE110(O),CS110(A)
MDL16CS071,MA101(O),PH100(A+),BE110(A+),BE10105(O),BE103(A+),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS072,MA101(A+),PH100(A+),BE110(A),BE10105(B+),BE103(A),EE100(B+),PH110(O),EE110(A+),CS110(A+)
MDL16CS073,MA101(A+),PH100(A+),BE110(A+),BE10105(O),BE103(O),EE100(A+),PH110(O),EE110(O),CS110(O)
MDL16CS074,MA101(O),PH100(A),BE110(B+),BE10105(O),BE103(A+),EE100(A),PH110(O),EE110(O),CS110(A)
MDL16CS075,MA101(B+),PH100(B),BE110(F),BE10105(A),BE103(A),EE100(C),PH110(O),EE110(A+),CS110(O)
MDL16CS076,MA101(B+),PH100(B+),BE110(B+),BE10105(A+),BE103(O),EE100(A),PH110(O),EE110(O),CS110(B)
MDL16CS077,MA101(A),PH100(B+),BE110(A+),BE10105(O),BE103(B+),EE100(B),PH110(O),EE110(A+),CS110(A+)
MDL16CS078,MA101(O),PH100(O),BE110(O),BE10105(O),BE103(B+),EE100(A),PH110(O),EE110(O),CS110(O)
MDL16CS079,MA101(O),PH100(O),BE110(O),BE10105(O),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(O)
MDL16CS080,MA101(A+),PH100(B),BE110(C),BE10105(B),BE103(B+),EE100(C),PH110(O),EE110(B+),CS110(B)
MDL16CS081,MA101(A+),PH100(A+),BE110(A),BE10105(O),BE103(A+),EE100(A+),PH110(O),EE110(A+),CS110(B+)
MDL16CS082,MA101(A),PH100(B+),BE110(A+),BE10105(O),BE103(B),EE100(B),PH110(O),EE110(O),CS110(O)
MDL16CS083,MA101(A+),PH100(B+),BE110(O),BE10105(O),BE103(A),EE100(B+),PH110(O),EE110(A),CS110(O)
MDL16CS084,MA101(B+),PH100(B),BE110(B),BE10105(A+),BE103(B+),EE100(C),PH110(A+),EE110(O),CS110(B+)
MDL16CS085,MA101(B),PH100(C),BE110(F),BE10105(B+),BE103(C),EE100(P),PH110(A),EE110(A+),CS110(A)
MDL16CS086,MA101(A+),PH100(A+),BE110(O),BE10105(O),BE103(B+),EE100(B+),PH110(O),EE110(O),CS110(O)
